593000,7233000,-31.3188095092773
594000,7233000,-90.0689926147461
595000,7233000,-88.0091400146484
596000,7233000,-51.4958534240723
597000,7233000,-25.5702095031738
598000,7233000,13.7439937591553
599000,7233000,-66.8169403076172
600000,7233000,-101.232070922852
601000,7233000,0.639747619628906
602000,7233000,-123.178329467773
603000,7233000,-307.049652099609
604000,7233000,-263.650512695313
605000,7233000,-87.4306564331055
606000,7233000,89.0582885742188
607000,7233000,-115.337692260742
608000,7233000,-291.147399902344
609000,7233000,-112.642677307129
610000,7233000,227.590301513672
611000,7233000,113.618850708008
612000,7233000,137.186660766602
613000,7233000,483.487670898438
614000,7233000,332.734008789063
615000,7233000,194.350540161133
616000,7233000,-76.3465805053711
617000,7233000,-127.718322753906
618000,7233000,-327.7724609375
619000,7233000,-78.4462280273438
620000,7233000,-148.110565185547
621000,7233000,-169.101577758789
622000,7233000,-181.71565246582
623000,7233000,-166.000747680664
624000,7233000,94.2432556152344
625000,7233000,-195.847229003906
626000,7233000,-145.65087890625
627000,7233000,52.1812362670898
628000,7233000,23.2250194549561
629000,7233000,-16.4500122070313
630000,7233000,-101.934631347656
631000,7233000,-150.051086425781
632000,7233000,-193.625473022461
633000,7233000,79.7951278686523
634000,7233000,50.6568450927734
635000,7233000,112.80940246582
636000,7233000,-27.5909099578857
637000,7233000,-19.4808349609375
638000,7233000,-13.0042247772217
639000,7233000,1.76652336120605
640000,7233000,39.6235809326172
641000,7233000,-13.0111541748047
642000,7233000,-103.439498901367
643000,7233000,-172.43635559082
644000,7233000,124.386093139648
645000,7233000,-24.6809463500977
646000,7233000,-157.316116333008
647000,7233000,-58.75634765625
648000,7233000,-13.4755659103394
649000,7233000,-156.04411315918
650000,7233000,-56.4107284545898
651000,7233000,-15.1342535018921
652000,7233000,-119.804573059082
653000,7233000,-77.0505142211914
654000,7233000,-48.7626571655273
655000,7233000,-242.864242553711
593000,7234000,-52.0585327148438
594000,7234000,93.1024551391602
595000,7234000,40.7580871582031
596000,7234000,76.3979568481445
597000,7234000,-94.7234802246094
598000,7234000,-0.80409049987793
599000,7234000,37.971061706543
600000,7234000,-74.0138549804688
601000,7234000,-215.578643798828
602000,7234000,-306.438568115234
603000,7234000,-83.2372283935547
604000,7234000,-89.9756088256836
605000,7234000,-126.731788635254
606000,7234000,-278.536102294922
607000,7234000,-161.669189453125
608000,7234000,270.367919921875
609000,7234000,-44.9175796508789
610000,7234000,-6.98184204101563
611000,7234000,-36.329517364502
612000,7234000,12.6412487030029
613000,7234000,226.501831054688
614000,7234000,153.379119873047
615000,7234000,263.526428222656
616000,7234000,132.563873291016
617000,7234000,154.345672607422
