592734.786238301,7247043.72718424,174.285667589503
592821.272072324,7247133.97794885,194.460663229437
592907.757906352,7247224.22871346,192.789980045878
592994.243740378,7247314.47947807,180.044855212169
593080.7295744,7247404.73024268,164.222051692858
593167.215408428,7247494.98100729,152.051570391087
593253.701242454,7247585.2317719,147.063142162846
593340.187076477,7247675.48253651,145.438146785919
593426.672910504,7247765.73330112,144.151561364987
593513.158744531,7247855.98406573,139.233152521259
593599.644578554,7247946.23483034,131.086978952187
593686.130412583,7248036.48559495,124.277702381343
593772.616246605,7248126.73635956,120.06415567077
593859.102080635,7248216.98712418,116.076272391972
593945.587914655,7248307.23788879,108.078882073703
594032.073748684,7248397.4886534,95.7125790984156
594118.559582709,7248487.73941801,79.6184379410821
594205.045416737,7248577.99018262,62.989022929968
594291.531250763,7248668.24094723,48.497448030467
594378.017084786,7248758.49171184,37.3466995494811
594464.502918811,7248848.74247645,31.5697414563323
594550.98875284,7248938.99324106,30.6467587357093
594637.474586862,7249029.24400567,33.6565080246612
594723.960420889,7249119.49477028,39.5034135921585
594810.446254917,7249209.74553489,46.6694292617753
594896.932088942,7249299.9962995,53.3628098763304
594983.417922963,7249390.24706412,57.5661197932981
595069.90375699,7249480.49782873,56.5106049711811
595156.389591019,7249570.74859334,49.7887150462535
595242.875425044,7249660.99935795,38.655784199435
595329.361259071,7249751.25012256,25.038696672291
595415.847093095,7249841.50088717,11.5172132141094
595502.332927121,7249931.75165178,-0.212048130174457
595588.818761147,7250022.00241639,-8.17736592261717
595675.304595171,7250112.253181,-11.0768607418868
595761.790429198,7250202.50394561,-8.22874565744696
595848.276263225,7250292.75471022,-0.406677787176635
595934.762097251,7250383.00547483,10.0069393544475
596021.247931274,7250473.25623944,22.2872401003265
596107.733765302,7250563.50700406,36.4088021445374
596194.219599325,7250653.75776867,53.0306040767828
596280.70543335,7250744.00853328,70.6472148865936
596367.191267375,7250834.25929789,84.7185223193867
596453.677101405,7250924.5100625,94.7451486202635
596540.162935428,7251014.76082711,100.619562442734
596626.648769456,7251105.01159172,103.196338193415
596713.134603479,7251195.26235633,103.631213462737
596799.620437505,7251285.51312094,101.348216517819
596886.106271533,7251375.76388555,96.5519389283032
596972.59210556,7251466.01465016,87.8553177484564
597059.077939584,7251556.26541477,74.5715590400799
597145.56377361,7251646.51617938,54.6214019305949
597232.049607637,7251736.76694399,29.0587743267798
597318.535441662,7251827.01770861,8.56963336289989
597405.021275689,7251917.26847322,-3.61530431247302
597491.50710971,7252007.51923783,-4.62573674664102
597577.99294374,7252097.77000244,4.88575340062519
597664.478777762,7252188.02076705,18.8614738799921
597750.96461179,7252278.27153166,33.8750738185026
597837.450445817,7252368.52229627,43.1099143212029
597923.93627984,7252458.77306088,41.8117905282168
598010.422113869,7252549.02382549,33.531165139844
